,text,news_link,outlet,topic,type,label_bias,label_opinion,biased_words,label
1163,He misses the fact that the bank shooting highlighted the failure of gun control–particularly Florida’s red flag law and waiting periods–rather than the need for it.,https://www.breitbart.com/politics/2019/01/28/the-atlantics-dick-polman-democrats-need-a-new-massacre-to-make-gun-control-push-a-first-tier-story/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,gun-control,right,Non-biased,Expresses writer’s opinion,[],0
1164,"He mourned the dead, touted his gun control and education proposals, and that was it.",http://feedproxy.google.com/~r/breitbart/~3/6179J5627B8/,Breitbart,gun control,right,Biased,Somewhat factual but also opinionated,['touted'],1
1165,"He pointed out, in blunt and colorful language, that economic suicide in pursuit of the latter goal is insanity. His video went viral.",https://thefederalist.com/2020/05/18/how-you-can-help-roll-back-the-coronavirus-police-state/,Federalist,coronavirus,right,Biased,Somewhat factual but also opinionated,['blunt'],1
1166,He recently released a social media ad featuring a small employer who claims that the Trump administration has left behind small businesses and that Biden would be a “partner in the White House.”,http://feedproxy.google.com/~r/breitbart/~3/LxfznW-bH50/,Breitbart,taxes,right,Biased,Somewhat factual but also opinionated,['claimed'],1
1167,"He reiterated his criticism of the president’s response to coronavirus in the spin room after the debate, saying that Trump was incompetent.",https://www.breitbart.com/politics/2020/03/16/democrat-debate-coronavirus/,Breitbart,coronavirus,right,Non-biased,Entirely factual,[],0
1168,He then criticized the attempt to lump Republicans and white nationalists into the same group.,https://www.breitbart.com/tech/2017/08/24/mike-rowe-schools-critic-on-facebook-who-accuses-him-of-siding-with-white-nationalists/,Breitbart,white-nationalism,right,Non-biased,Somewhat factual but also opinionated,['lump'],0
1169,"He then went on to endorse proposals by Omar, Sen. Bernie Sanders (I-VT), and other far-left legislators looking to make college tuition-free.",https://www.breitbart.com/tech/2020/02/01/poll-40-of-americans-would-prefer-student-debt-forgiveness-to-free-health-care/,Breitbart,student-debt,right,Non-biased,Entirely factual,[],0
1170,"He warned protestors not to use Floyd’s death to “tear up the Alamo or tear up a restaurant,” or use it as an excuse to burn or steal.",http://feedproxy.google.com/~r/breitbart/~3/lMK4HfQF7TI/,Breitbart,black lives matter,right,Non-biased,Entirely factual,[],0
1171,He was not asked by the event’s moderators about his family’s history of self-enrichment in connection with his former political position as vice president.,https://www.breitbart.com/2020-election/2020/02/07/joe-biden-ive-never-focused-on-money-for-me/?utm_source=facebook&utm_medium=social,Breitbart,black lives matter,right,Non-biased,Entirely factual,[],0
1172,He was shot in front of his Flatbush apartment on Ocean Avenue Friday afternoon at 4 p.m.,http://feedproxy.google.com/~r/breitbart/~3/6DzG9PKDKnk/,Breitbart,gun control,right,Non-biased,Entirely factual,[],0
1173,"He was supposed to host a lame event at the White House on Thursday to bolster fake concerns that white evangelicals are being oppressed, but blew off pandering to his strongest supporters for an hour, likely because he couldn't pry himself away from news coverage of the impeachment trial's kickoff. ",https://www.alternet.org/2020/01/trump-may-not-be-removed-by-the-senate-but-hes-still-terrified-of-his-trial-heres-why/,Alternet,black lives matter,left,Biased,Expresses writer’s opinion,"['lame', 'pandering']",1
1174,"He’s a 78-year-old white male millionaire seeking the affections of the wokesters, a gruff socialist with bedraggled hair and terrifying policy proposals.",https://thefederalist.com/2020/02/24/bernie-sanders-is-crazy-but-the-only-candidate-voters-actually-like/#.XlQSQ7jGNzU.twitter,Federalist,gun-control,right,Biased,Expresses writer’s opinion,"['gruff', 'bedraggled', 'terrifying']",1
1175,Health and Human Services (HHS) Secretary Alex Azar announced during a White House press conference on Friday that the Trump administration will end surprise billing for Americans without health insurance.,http://feedproxy.google.com/~r/breitbart/~3/CnqMzp3KFCQ/,Breitbart,universal health care,right,Non-biased,Entirely factual,[],0
1177,"Health care and education costs have also outpaced inflation, that has left many in the middle class struggling to pay their bills day-to day: More than 20% of middle-income households spend more than they earn, the report says.",https://www.cnbc.com/2019/04/12/oecd-why-millennials-are-falling-out-of-the-middle-class.html,MSNBC,middle-class,left,Non-biased,Entirely factual,[],0
1178,Health insurers warned that a move by the Trump administration on Saturday to temporarily suspend a program that was set to pay out $10.4 billion to insurers for covering high-risk individuals last year could drive up premium costs and create marketplace uncertainty.,https://in.reuters.com/article/usa-healthcare-obamacare/insurers-warn-of-rising-premiums-after-trump-axes-obamacare-payments-again-idINKBN1JY0QY,Reuters,universal health care,center,Non-biased,Entirely factual,[],0
1181,Helen Maroulis was one of the most celebrated Olympians in 2016 when she became the first American woman to win a gold medal in wrestling.,https://www.foxnews.com/sports/maroulis-back-on-track-in-bid-to-go-for-more-gold-in-tokyo,Fox News,sport,right,Non-biased,Entirely factual,[],0
1183,"Her plight, along with those of about 27,000 DACA recipients working as doctors, nurses, paramedics and other health care workers, is full of irony: when the nation needs her most, she could be pulled from the workforce.",https://eu.usatoday.com/story/news/politics/2020/03/30/dreamers-wake-up-call-pandemic-puts-daca-recipients-front-lines/2935336001/,USA Today,immigration,center,Non-biased,No agreement,[],0
1184,Her proposal brings into sharp focus conservatives’ crusade to legislate control of women’s bodies through restrictive abortion bills and other measures that undermine reproductive rights.,https://www.huffpost.com/entry/georgia-vasectomy-ban-abortion-bill_n_5c86c4d6e4b0d936162aea4d,HuffPost,abortion,left,Biased,Expresses writer’s opinion,['crusade'],1
1186,Here are three obvious but important ways the media demonstrated a disgusting partisan slant instead of good journalism.,https://thefederalist.com/2015/02/04/3-ways-media-hacks-are-dangerously-politicizing-vaccines/,Federalist,vaccines,right,Biased,Expresses writer’s opinion,['disgusting'],1
1187,"Here, for example, is a tweet video of woke hipsters saluting protesters—and getting their windows smashed with rocks. ",http://feedproxy.google.com/~r/breitbart/~3/1pQPF56lmQs/,Breitbart,black lives matter,right,Biased,Somewhat factual but also opinionated,"['woke', 'hipsters', 'smashed']",1
1188,"Here’s an irony: Thanks to Roe, America is a whiter place than it would otherwise have become. If pro-lifers had had their way, on the other hand, America would be considerably blacker and browner than it is today.",https://thefederalist.com/2019/09/27/stop-blaming-pro-lifers-for-the-lefts-racism/?utm_source=The+Federalist+List&utm_campaign=22f3c24165-RSS_The_Federalist_Daily_Updates_w_Transom&utm_medium=email&utm_term=0_cfcb868ceb-22f3c24165-83771301,Federalist,abortion,right,Biased,Expresses writer’s opinion,"['pro-lifers', 'blacker', 'browner', 'thanks', 'to']",1
1189,Here’s why the fear of medical bankruptcy could make the spread of coronavirus even worse in the US,https://www.alternet.org/2020/02/heres-why-the-fear-of-medical-bankruptcy-could-make-the-spread-of-coronavirus-even-worse-in-the-us/,Alternet,universal health care,left,Biased,No agreement,['bankruptcy'],1
1190,Here's how Trump is grifting the pandemic to give the rich another big tax cut,https://www.alternet.org/2020/03/heres-how-trump-is-grifting-the-pandemic-to-give-the-rich-another-big-tax-cut/,Alternet,taxes,left,Biased,No agreement,['grifting'],1
1191,"Here's the first thing to notice about the horrific news cycle of the past few days: Donald Trump is openly stoking right-wing violence, in no small part, because it bumps the coronavirus pandemic (6 million cases and rising, more than 183,000 dead) and the economic crisis (10% unemployment and 29 million Americans going hungry) out of the headlines.",https://www.alternet.org/2020/09/the-dark-path-trump-and-his-allies-are-taking-to-defend-right-wing-violence/,Alternet,gun control,left,Biased,Somewhat factual but also opinionated,"['horrific', 'stoking']",1
1192,Here's why the tormented conservative mind is so drawn to the dangerous allure of miracle drugs,https://www.alternet.org/2020/04/heres-why-the-tormented-conservative-mind-is-so-drawn-to-the-dangerous-allure-of-miracle-drugs/,Alternet,universal health care,left,Biased,Expresses writer’s opinion,"['tormented', 'dangerous', 'allure']",1
1193,"High unemployment numbers among foreign-born nationals have been an issue that has plagued Sweden for years, with reports often showing the migrant unemployment rate as being several times higher than that of native Swedes.",https://www.breitbart.com/europe/2020/01/01/sweden-to-offer-migrant-women-free-arabic-language-driving-lessons/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,immigration,right,Non-biased,Entirely factual,[],0
1194,"Hillary Clinton tells this story to struggling students. She told it to minority students in Mississippi in November 2015,  and she recently told it again to minority students in Brooklyn.",https://www.alternet.org/2016/04/hillarys-personal-story-about-student-loans-fabrication/,Alternet,student-debt,left,Non-biased,Entirely factual,[],0
1195,"Hillary’s letter is painful. It’s riddled with stilted speech and a weak attempt to use swear words like that other future has-been who at least can kind of skateboard and pretend to air drum. Whether or not you agreed with Trump’s approach, at least his fondness for cuss words is authentic, something Hilldog struggles with.",https://thefederalist.com/2019/10/21/hillary-clinton-is-poised-to-finally-give-baby-boomers-a-voice-in-presidential-elections/,Federalist,elections-2020,right,Biased,Expresses writer’s opinion,"['riddled', 'stilted', 'painful', 'Hilldog', 'weak', 'words']",1
1196,"His $16.3 trillion Green New Deal plan, perhaps one of his most prolific proposals, will be paid for, he claims, through a variety of methods including slashes in military spending and lawsuits against the fossil fuel industry.",http://feedproxy.google.com/~r/breitbart/~3/85tEDbEZqHE/,Breitbart,taxes,right,Biased,Somewhat factual but also opinionated,['claims'],1
1198,Hispanic foreigners attending the town hall — Fox News Latino did not say whether they were legal or illegal aliens — told Obama they feared that federal Judge Andrew Hansen’s stay on Obama’s executive order will force them to return to their home countries.,https://www.breitbart.com/politics/2015/02/26/obama-to-amnesty-beneficiaries-theres-going-to-be-a-president-rodriguez-someday/,Breitbart,student-debt,right,Biased,Somewhat factual but also opinionated,"['illegal', 'aliens']",1
1199,Historian explains the bizarre racist theory behind the far right's hysteria over the George Floyd protests,https://www.alternet.org/2020/06/historian-explains-the-bizarre-racist-theory-behind-the-far-rights-hysteria-over-the-george-floyd-protests/,Alternet,black lives matter,left,Biased,No agreement,"['bizarre', 'hysteria']",1
1201,"Holding a face mask draped over a pen in his left hand, and reading from a script evidently placed slightly off-camera, Biden labored through a presentation that sought to portray Trump as a plutocrat serving his cronies.",https://www.breitbart.com/economy/2020/05/08/joe-biden-says-trump-economic-policies-favored-wealthy-even-before-coronavirus/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,middle-class,right,Biased,Somewhat factual but also opinionated,"['sought', 'to', 'plutocrat', 'cronies', 'labored']",1
